linija,vozilo,smjer,okretište,vrijeme,trajanje,red
4,B401,od,Gomilice,16:38,5,dnevni
4,B401,od,Gomilice,16:54,5,dnevni
4,B401,od,Gomilice,17:11,5,dnevni
4,B401,od,Gomilice,17:30,5,dnevni
4,B401,od,Gomilice,17:50,5,dnevni
4,B401,od,Gomilice,18:10,5,dnevni
4,B401,od,Gomilice,18:30,5,dnevni
4,B401,od,Gomilice,18:50,5,dnevni
4,B401,od,Gomilice,19:10,5,dnevni
4,B401,od,Gomilice,19:30,5,dnevni
4,B401,od,Gomilice,19:50,5,dnevni
4,B401,od,Gomilice,20:10,5,dnevni
4,B401,od,Gomilice,20:30,5,dnevni
4,B401,od,Gomilice,20:50,5,dnevni
4,B401,od,Gomilice,21:10,5,dnevni
4,B401,od,Gomilice,21:30,5,dnevni
4,B401,od,Gomilice,21:50,5,dnevni
4,B401,od,Gomilice,22:10,5,dnevni
4S,B401,od,Gomilice,22:30,4,dnevni
4,B401,od,Prispa,05:40,4,dnevni
4,B401,od,Prispa,06:00,5,dnevni
4,B401,od,Prispa,06:20,5,dnevni
4,B401,od,Prispa,06:40,5,dnevni
4,B401,od,Prispa,07:00,5,dnevni
4,B401,od,Prispa,07:16,5,dnevni
4,B401,od,Prispa,07:32,5,dnevni
4,B401,od,Prispa,07:48,5,dnevni
4,B401,od,Prispa,08:04,5,dnevni
4,B401,od,Prispa,08:20,5,dnevni
4,B401,od,Prispa,08:36,5,dnevni
4,B401,od,Prispa,08:52,5,dnevni
4,B401,od,Prispa,09:10,5,dnevni
4,B401,od,Prispa,09:30,5,dnevni
4,B401,od,Prispa,09:50,5,dnevni
4,B401,od,Prispa,10:10,5,dnevni
4,B401,od,Prispa,10:30,5,dnevni
4,B401,od,Prispa,10:50,5,dnevni
4,B401,od,Prispa,11:10,5,dnevni
4,B401,od,Prispa,11:30,5,dnevni
4,B401,od,Prispa,11:50,5,dnevni
4,B401,od,Prispa,12:10,5,dnevni
4,B401,od,Prispa,12:30,5,dnevni
4,B401,od,Prispa,12:50,5,dnevni
4,B401,od,Prispa,13:10,5,dnevni
4,B401,od,Prispa,13:30,5,dnevni
4,B401,od,Prispa,13:50,5,dnevni
4,B401,od,Prispa,14:10,5,dnevni
4,B401,od,Prispa,14:30,5,dnevni
4,B401,od,Prispa,14:50,5,dnevni
4,B401,od,Prispa,15:10,5,dnevni
4,B401,od,Prispa,15:26,5,dnevni
4,B401,od,Prispa,15:42,5,dnevni
4,B401,od,Prispa,15:58,5,dnevni
4,B401,od,Prispa,16:14,5,dnevni
4,B401,od,Prispa,16:30,5,dnevni
4,B401,od,Prispa,16:46,5,dnevni
4,B401,od,Prispa,17:02,5,dnevni
4,B401,od,Prispa,17:20,5,dnevni
4,B401,od,Prispa,17:40,5,dnevni
4,B401,od,Prispa,18:00,5,dnevni
4,B401,od,Prispa,18:20,5,dnevni
4,B401,od,Prispa,18:40,5,dnevni
4,B401,od,Prispa,19:00,5,dnevni
4,B401,od,Prispa,19:20,5,dnevni
4,B401,od,Prispa,19:40,5,dnevni
4,B401,od,Prispa,20:00,5,dnevni
4,B401,od,Prispa,20:20,5,dnevni
4,B401,od,Prispa,20:40,5,dnevni
4,B401,od,Prispa,21:00,5,dnevni
4,B401,od,Prispa,21:20,5,dnevni
4,B401,od,Prispa,21:40,5,dnevni
4,B401,od,Prispa,22:00,5,dnevni
4,B401,od,Prispa,22:20,5,dnevni
4,B402,od,Gomilice,07:32,5,dnevni
4,B402,od,Gomilice,07:48,5,dnevni
4,B402,od,Gomilice,08:04,5,dnevni
4,B402,od,Gomilice,08:20,5,dnevni
4,B402,od,Gomilice,08:36,5,dnevni
4,B402,od,Gomilice,08:52,5,dnevni
4,B402,od,Gomilice,09:10,5,dnevni
4,B402,od,Gomilice,15:10,5,dnevni
4,B402,od,Gomilice,15:26,5,dnevni
4,B402,od,Gomilice,15:42,5,dnevni
4,B402,od,Gomilice,15:58,5,dnevni
4,B402,od,Gomilice,16:14,5,dnevni
4,B402,od,Gomilice,16:30,5,dnevni
4,B402,od,Gomilice,16:46,5,dnevni
4,B402,od,Gomilice,17:02,5,dnevni
4S,B402,prema,Prispa,07:22,1,dnevni
4,B402,od,Prispa,07:24,5,dnevni
4,B402,od,Prispa,07:40,5,dnevni
4,B402,od,Prispa,07:56,5,dnevni
4,B402,od,Prispa,08:12,5,dnevni
4,B402,od,Prispa,08:28,5,dnevni
4,B402,od,Prispa,08:44,5,dnevni
4,B402,od,Prispa,09:00,5,dnevni
4S,B402,od,Prispa,09:20,1,dnevni
4S,B402,prema,Prispa,14:58,1,dnevni
4,B402,od,Prispa,15:00,5,dnevni
4,B402,od,Prispa,15:18,5,dnevni
4,B402,od,Prispa,15:34,5,dnevni
4,B402,od,Prispa,15:50,5,dnevni
4,B402,od,Prispa,16:06,5,dnevni
4,B402,od,Prispa,16:22,5,dnevni
4,B402,od,Prispa,16:38,5,dnevni
4,B402,od,Prispa,16:54,5,dnevni
4S,B402,od,Prispa,17:10,1,dnevni
5S,B501,prema,Poljanice,04:51,7,dnevni
5,B501,od,Poljanice,05:00,11,dnevni
5,B501,od,Poljanice,05:24,11,dnevni
5,B501,od,Poljanice,05:48,11,dnevni
5,B501,od,Poljanice,06:12,11,dnevni
5,B501,od,Poljanice,06:36,11,dnevni
5,B501,od,Poljanice,07:00,11,dnevni
5,B501,od,Poljanice,07:24,11,dnevni
5,B501,od,Poljanice,07:48,11,dnevni
5,B501,od,Poljanice,08:12,11,dnevni
5,B501,od,Poljanice,08:36,11,dnevni
5,B501,od,Poljanice,09:00,11,dnevni
5,B501,od,Poljanice,09:24,11,dnevni
5,B501,od,Poljanice,09:48,11,dnevni
5,B501,od,Poljanice,10:12,11,dnevni
5,B501,od,Poljanice,10:36,11,dnevni
5,B501,od,Poljanice,11:00,11,dnevni
5,B501,od,Poljanice,11:24,11,dnevni
5,B501,od,Poljanice,11:48,11,dnevni
5,B501,od,Poljanice,12:12,11,dnevni
5,B501,od,Poljanice,12:36,11,dnevni
5,B501,od,Poljanice,13:00,11,dnevni
5,B501,od,Poljanice,13:24,11,dnevni
5,B501,od,Poljanice,13:48,11,dnevni
5,B501,od,Poljanice,14:12,11,dnevni
5,B501,od,Poljanice,14:36,11,dnevni
5,B501,od,Poljanice,15:00,11,dnevni
5,B501,od,Poljanice,15:24,11,dnevni
5,B501,od,Poljanice,15:48,11,dnevni
5,B501,od,Poljanice,16:12,11,dnevni
5,B501,od,Poljanice,16:36,11,dnevni
5,B501,od,Poljanice,17:00,11,dnevni
5,B501,od,Poljanice,17:24,11,dnevni
5,B501,od,Poljanice,17:48,11,dnevni
5,B501,od,Poljanice,18:12,11,dnevni
5,B501,od,Poljanice,18:36,11,dnevni
5,B501,od,Poljanice,19:00,11,dnevni
5,B501,od,Poljanice,19:24,11,dnevni
5,B501,od,Poljanice,19:48,11,dnevni
5,B501,od,Poljanice,20:12,11,dnevni
5,B501,od,Poljanice,20:36,11,dnevni
5,B501,od,Poljanice,21:00,11,dnevni
5,B501,od,Poljanice,21:24,11,dnevni
5,B501,od,Poljanice,21:48,11,dnevni
5,B501,od,Poljanice,22:12,11,dnevni
5,B501,od,Poljanice,22:36,11,dnevni
5S,B501,od,Poljanice,23:00,7,dnevni
5,B501,od,Gomilice,05:12,11,dnevni
5,B501,od,Gomilice,05:36,11,dnevni
5,B501,od,Gomilice,06:00,11,dnevni
5,B501,od,Gomilice,06:24,11,dnevni
5,B501,od,Gomilice,06:48,11,dnevni
5,B501,od,Gomilice,07:12,11,dnevni
5,B501,od,Gomilice,07:36,11,dnevni
5,B501,od,Gomilice,08:00,11,dnevni
5,B501,od,Gomilice,08:24,11,dnevni
5,B501,od,Gomilice,08:48,11,dnevni
5,B501,od,Gomilice,09:12,11,dnevni
5,B501,od,Gomilice,09:36,11,dnevni
5,B501,od,Gomilice,10:00,11,dnevni
5,B501,od,Gomilice,10:24,11,dnevni
5,B501,od,Gomilice,10:48,11,dnevni
5,B501,od,Gomilice,11:12,11,dnevni
5,B501,od,Gomilice,11:36,11,dnevni
5,B501,od,Gomilice,12:00,11,dnevni
5,B501,od,Gomilice,12:24,11,dnevni
5,B501,od,Gomilice,12:48,11,dnevni
5,B501,od,Gomilice,13:12,11,dnevni
5,B501,od,Gomilice,13:36,11,dnevni
5,B501,od,Gomilice,14:00,11,dnevni
5,B501,od,Gomilice,14:24,11,dnevni
5,B501,od,Gomilice,14:48,11,dnevni
5,B501,od,Gomilice,15:12,11,dnevni
5,B501,od,Gomilice,15:36,11,dnevni
5,B501,od,Gomilice,16:00,11,dnevni
5,B501,od,Gomilice,16:24,11,dnevni
5,B501,od,Gomilice,16:48,11,dnevni
5,B501,od,Gomilice,17:12,11,dnevni
5,B501,od,Gomilice,17:36,11,dnevni
5,B501,od,Gomilice,18:00,11,dnevni
5,B501,od,Gomilice,18:24,11,dnevni
5,B501,od,Gomilice,18:48,11,dnevni
5,B501,od,Gomilice,19:12,11,dnevni
5,B501,od,Gomilice,19:36,11,dnevni
5,B501,od,Gomilice,20:00,11,dnevni
5,B501,od,Gomilice,20:24,11,dnevni
5,B501,od,Gomilice,20:48,11,dnevni
5,B501,od,Gomilice,21:12,11,dnevni
5,B501,od,Gomilice,21:36,11,dnevni
5,B501,od,Gomilice,22:00,11,dnevni
5,B501,od,Gomilice,22:24,11,dnevni
5,B501,od,Gomilice,22:48,11,dnevni
5,B502,od,Poljanice,06:48,11,dnevni
5,B502,od,Poljanice,07:12,11,dnevni
5,B502,od,Poljanice,07:36,11,dnevni
5,B502,od,Poljanice,08:00,11,dnevni
5,B502,od,Poljanice,08:24,11,dnevni
5,B502,od,Poljanice,08:48,11,dnevni
5,B502,od,Poljanice,09:12,11,dnevni
5,B502,od,Poljanice,09:36,11,dnevni
5,B502,od,Poljanice,10:00,11,dnevni
5,B502,od,Poljanice,10:24,11,dnevni
5,B502,od,Poljanice,10:48,11,dnevni
5,B502,od,Poljanice,11:12,11,dnevni
5,B502,od,Poljanice,11:36,11,dnevni
5,B502,od,Poljanice,12:00,11,dnevni
5,B502,od,Poljanice,12:24,11,dnevni
5,B502,od,Poljanice,12:48,11,dnevni
5,B502,od,Poljanice,13:12,11,dnevni
5,B502,od,Poljanice,13:36,11,dnevni
5,B502,od,Poljanice,14:00,11,dnevni
5,B502,od,Poljanice,14:24,11,dnevni
5,B502,od,Poljanice,14:48,11,dnevni
5,B502,od,Poljanice,15:12,11,dnevni
5,B502,od,Poljanice,15:36,11,dnevni
5,B502,od,Poljanice,16:00,11,dnevni
5,B502,od,Poljanice,16:24,11,dnevni
5,B502,od,Poljanice,16:48,11,dnevni
5,B502,od,Poljanice,17:12,11,dnevni
5,B502,od,Poljanice,17:36,11,dnevni
5S,B502,prema,Gomilice,06:32,3,dnevni
5,B502,od,Gomilice,06:36,11,dnevni
5,B502,od,Gomilice,07:00,11,dnevni
5,B502,od,Gomilice,07:24,11,dnevni
5,B502,od,Gomilice,07:48,11,dnevni
5,B502,od,Gomilice,08:12,11,dnevni
5,B502,od,Gomilice,08:36,11,dnevni
5,B502,od,Gomilice,09:00,11,dnevni
5,B502,od,Gomilice,09:24,11,dnevni
5,B502,od,Gomilice,09:48,11,dnevni
5,B502,od,Gomilice,10:12,11,dnevni
5,B502,od,Gomilice,10:36,11,dnevni
5,B502,od,Gomilice,11:00,11,dnevni
5,B502,od,Gomilice,11:24,11,dnevni
5,B502,od,Gomilice,11:48,11,dnevni
5,B502,od,Gomilice,12:12,11,dnevni
5,B502,od,Gomilice,12:36,11,dnevni
5,B502,od,Gomilice,13:00,11,dnevni
5,B502,od,Gomilice,13:24,11,dnevni
5,B502,od,Gomilice,13:48,11,dnevni
5,B502,od,Gomilice,14:12,11,dnevni
5,B502,od,Gomilice,14:36,11,dnevni
5,B502,od,Gomilice,15:00,11,dnevni
5,B502,od,Gomilice,15:24,11,dnevni
5,B502,od,Gomilice,15:48,11,dnevni
5,B502,od,Gomilice,16:12,11,dnevni
5,B502,od,Gomilice,16:36,11,dnevni
5,B502,od,Gomilice,17:00,11,dnevni
5,B502,od,Gomilice,17:24,11,dnevni
5S,B502,od,Gomilice,17:48,3,dnevni
P1S,B602,prema,Krštelica,22:22,5,posebni
P1,B602,od,Krštelica,22:30,14,posebni
P1,B602,od,Krštelica,23:00,14,posebni
P1,B602,od,Krštelica,23:30,14,posebni
P1,B602,od,Krštelica,00:00,14,posebni
P1,B602,od,Krštelica,00:30,14,posebni
P1,B602,od,Krštelica,01:00,14,posebni
P1,B602,od,Krštelica,01:30,14,posebni
P1,B602,od,Krštelica,02:00,14,posebni
P1,B602,od,Krštelica,02:30,14,posebni
P1,B602,od,Krštelica,03:00,14,posebni
P1,B602,od,Krštelica,03:30,14,posebni
P1,B602,od,Krštelica,04:00,14,posebni
P1,B602,od,Krštelica,04:30,14,posebni
P1,B602,od,Krštelica,05:00,14,posebni
P1,B602,od,Poljanice,22:45,14,posebni
P1,B602,od,Poljanice,23:15,14,posebni
P1,B602,od,Poljanice,23:45,14,posebni
P1,B602,od,Poljanice,00:15,14,posebni
P1,B602,od,Poljanice,00:45,14,posebni
P1,B602,od,Poljanice,01:15,14,posebni
P1,B602,od,Poljanice,01:45,14,posebni
P1,B602,od,Poljanice,02:15,14,posebni
P1,B602,od,Poljanice,02:45,14,posebni
P1,B602,od,Poljanice,03:15,14,posebni
P1,B602,od,Poljanice,03:45,14,posebni
P1,B602,od,Poljanice,04:15,14,posebni
P1,B602,od,Poljanice,04:45,14,posebni
P1S,B602,od,Poljanice,05:16,7,posebni
P2S,B702,prema,Pešija,22:38,4,posebni
P2,B702,od,Pešija,22:45,14,posebni
P2,B702,od,Pešija,23:15,14,posebni
P2,B702,od,Pešija,23:45,14,posebni
P2,B702,od,Pešija,00:15,14,posebni
P2,B702,od,Pešija,00:45,14,posebni
P2,B702,od,Pešija,01:15,14,posebni
P2,B702,od,Pešija,01:45,14,posebni
P2,B702,od,Pešija,02:15,14,posebni
P2,B702,od,Pešija,02:45,14,posebni
P2,B702,od,Pešija,03:15,14,posebni
P2,B702,od,Pešija,03:45,14,posebni
P2,B702,od,Pešija,04:15,14,posebni
P2,B702,od,Pešija,04:45,14,posebni
P2S,B702,od,Pešija,05:14,4,posebni
P2,B702,od,Dubrava,23:00,14,posebni
P2,B702,od,Dubrava,23:30,14,posebni
P2,B702,od,Dubrava,00:00,14,posebni
P2,B702,od,Dubrava,00:30,14,posebni
P2,B702,od,Dubrava,01:00,14,posebni
P2,B702,od,Dubrava,01:30,14,posebni
P2,B702,od,Dubrava,02:00,14,posebni
P2,B702,od,Dubrava,02:30,14,posebni
P2,B702,od,Dubrava,03:00,14,posebni
P2,B702,od,Dubrava,03:30,14,posebni
P2,B702,od,Dubrava,04:00,14,posebni
P2,B702,od,Dubrava,04:30,14,posebni
P2,B702,od,Dubrava,05:00,14,posebni
P1,B802,od,Krštelica,05:30,14,posebni
P1,B802,od,Krštelica,06:00,14,posebni
P1,B802,od,Krštelica,06:30,14,posebni
P1,B802,od,Krštelica,07:00,14,posebni
P1,B802,od,Krštelica,07:30,14,posebni
P1,B802,od,Krštelica,08:00,14,posebni
P1,B802,od,Krštelica,08:30,14,posebni
P1,B802,od,Krštelica,09:00,14,posebni
P1,B802,od,Krštelica,09:30,14,posebni
P1,B802,od,Krštelica,10:00,14,posebni
P1,B802,od,Krštelica,10:30,14,posebni
P1,B802,od,Krštelica,11:00,14,posebni
P1,B802,od,Krštelica,11:30,14,posebni
P1,B802,od,Krštelica,12:00,14,posebni
P1,B802,od,Krštelica,12:30,14,posebni
P1,B802,od,Krštelica,13:00,14,posebni
P1,B802,od,Krštelica,13:30,14,posebni
P1,B802,od,Krštelica,14:00,14,posebni
P1,B802,od,Krštelica,14:30,14,posebni
P1,B802,od,Krštelica,15:00,14,posebni
P1,B802,od,Krštelica,15:30,14,posebni
P1,B802,od,Krštelica,16:00,14,posebni
P1,B802,od,Krštelica,16:30,14,posebni
P1,B802,od,Krštelica,17:00,14,posebni
P1,B802,od,Krštelica,17:30,14,posebni
P1,B802,od,Krštelica,18:00,14,posebni
P1,B802,od,Krštelica,18:30,14,posebni
P1,B802,od,Krštelica,19:00,14,posebni
P1,B802,od,Krštelica,19:30,14,posebni
P1,B802,od,Krštelica,20:00,14,posebni
P1,B802,od,Krštelica,20:30,14,posebni
P1,B802,od,Krštelica,21:00,14,posebni
P1,B802,od,Krštelica,21:30,14,posebni
P1,B802,od,Krštelica,22:00,14,posebni
P1S,B802,od,Krštelica,22:30,5,posebni
P1S,B802,prema,Poljanice,05:05,7,posebni
P1,B802,od,Poljanice,05:15,14,posebni
P1,B802,od,Poljanice,05:45,14,posebni
P1,B802,od,Poljanice,06:15,14,posebni
P1,B802,od,Poljanice,06:45,14,posebni
P1,B802,od,Poljanice,07:15,14,posebni
P1,B802,od,Poljanice,07:45,14,posebni
P1,B802,od,Poljanice,08:15,14,posebni
P1,B802,od,Poljanice,08:45,14,posebni
P1,B802,od,Poljanice,09:15,14,posebni
P1,B802,od,Poljanice,09:45,14,posebni
P1,B802,od,Poljanice,10:15,14,posebni
P1,B802,od,Poljanice,10:45,14,posebni
P1,B802,od,Poljanice,11:15,14,posebni
P1,B802,od,Poljanice,11:45,14,posebni
P1,B802,od,Poljanice,12:15,14,posebni
P1,B802,od,Poljanice,12:45,14,posebni
P1,B802,od,Poljanice,13:15,14,posebni
P1,B802,od,Poljanice,13:45,14,posebni
P1,B802,od,Poljanice,14:15,14,posebni
P1,B802,od,Poljanice,14:45,14,posebni
P1,B802,od,Poljanice,15:15,14,posebni
P1,B802,od,Poljanice,15:45,14,posebni
P1,B802,od,Poljanice,16:15,14,posebni
P1,B802,od,Poljanice,16:45,14,posebni
P1,B802,od,Poljanice,17:15,14,posebni
P1,B802,od,Poljanice,17:45,14,posebni
P1,B802,od,Poljanice,18:15,14,posebni
P1,B802,od,Poljanice,18:45,14,posebni
P1,B802,od,Poljanice,19:15,14,posebni
P1,B802,od,Poljanice,19:45,14,posebni
P1,B802,od,Poljanice,20:15,14,posebni
P1,B802,od,Poljanice,20:45,14,posebni
P1,B802,od,Poljanice,21:15,14,posebni
P1,B802,od,Poljanice,21:45,14,posebni
P1,B802,od,Poljanice,22:15,14,posebni
P2S,B902,prema,Pešija,05:08,4,posebni
P2,B402,od,Pešija,05:15,14,posebni
P2,B402,od,Pešija,05:45,14,posebni
P2,B402,od,Pešija,06:15,14,posebni
P2,B402,od,Pešija,06:45,14,posebni
P2,B402,od,Pešija,07:15,14,posebni
P2,B902,od,Pešija,07:45,14,posebni
P2,B902,od,Pešija,08:15,14,posebni
P2,B902,od,Pešija,08:45,14,posebni
P2,B902,od,Pešija,09:15,14,posebni
P2,B902,od,Pešija,09:45,14,posebni
P2,B902,od,Pešija,10:15,14,posebni
P2,B902,od,Pešija,10:45,14,posebni
P2,B902,od,Pešija,11:15,14,posebni
P2,B902,od,Pešija,11:45,14,posebni
P2,B902,od,Pešija,12:15,14,posebni
P2,B902,od,Pešija,12:45,14,posebni
P2,B902,od,Pešija,13:15,14,posebni
P2,B902,od,Pešija,13:45,14,posebni
P2,B902,od,Pešija,14:15,14,posebni
P2,B902,od,Pešija,14:45,14,posebni
P2,B902,od,Pešija,15:15,14,posebni
P2,B902,od,Pešija,15:45,14,posebni
P2,B902,od,Pešija,16:15,14,posebni
P2,B902,od,Pešija,16:45,14,posebni
P2,B902,od,Pešija,17:15,14,posebni
P2,B902,od,Pešija,17:45,14,posebni
P2,B902,od,Pešija,18:15,14,posebni
P2,B902,od,Pešija,18:45,14,posebni
P2,B902,od,Pešija,19:15,14,posebni
P2,B902,od,Pešija,19:45,14,posebni
P2,B902,od,Pešija,20:15,14,posebni
P2,B902,od,Pešija,20:45,14,posebni
P2,B902,od,Pešija,21:15,14,posebni
P2,B902,od,Pešija,21:45,14,posebni
P2,B902,od,Pešija,22:15,14,posebni
P2S,B902,od,Pešija,22:45,4,posebni
P2,B902,od,Dubrava,05:30,14,posebni
P2,B902,od,Dubrava,06:00,14,posebni
P2,B902,od,Dubrava,06:30,14,posebni
P2,B902,od,Dubrava,07:00,14,posebni
P2,B902,od,Dubrava,07:30,14,posebni
P2,B902,od,Dubrava,08:00,14,posebni
P2,B902,od,Dubrava,08:30,14,posebni
P2,B902,od,Dubrava,09:00,14,posebni
P2,B902,od,Dubrava,09:30,14,posebni
P2,B902,od,Dubrava,10:00,14,posebni
P2,B902,od,Dubrava,10:30,14,posebni
P2,B902,od,Dubrava,11:00,14,posebni
P2,B902,od,Dubrava,11:30,14,posebni
P2,B902,od,Dubrava,12:00,14,posebni
P2,B902,od,Dubrava,12:30,14,posebni
P2,B902,od,Dubrava,13:00,14,posebni
P2,B902,od,Dubrava,13:30,14,posebni
P2,B902,od,Dubrava,14:00,14,posebni
P2,B902,od,Dubrava,14:30,14,posebni
P2,B902,od,Dubrava,15:00,14,posebni
P2,B902,od,Dubrava,15:30,14,posebni
P2,B902,od,Dubrava,16:00,14,posebni
P2,B902,od,Dubrava,16:30,14,posebni
P2,B902,od,Dubrava,17:00,14,posebni
P2,B902,od,Dubrava,17:30,14,posebni
P2,B902,od,Dubrava,18:00,14,posebni
P2,B902,od,Dubrava,18:30,14,posebni
P2,B902,od,Dubrava,19:00,14,posebni
P2,B902,od,Dubrava,19:30,14,posebni
P2,B902,od,Dubrava,20:00,14,posebni
P2,B902,od,Dubrava,20:30,14,posebni
P2,B902,od,Dubrava,21:00,14,posebni
P2,B902,od,Dubrava,21:30,14,posebni
P2,B902,od,Dubrava,22:00,14,posebni
P2,B902,od,Dubrava,22:30,14,posebni
